Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-151.0904	92.47058	-29.537512	-431.78918	90.568184	-0.1496405	0.041958988	-0.051767815	-0.39298734	4000	-0.00037662912	9552.278	0.0	-2106.5015	1.3834474	-9.834766e-10	5.003603219985962
1	-175.7108	115.52472	-10.409397	-454.15997	86.478264	-14.320061	2.573689	-7.581973	-36.277355	8000	0.0025389236	11407.218	0.0	-7344.0825	1.3831433	-4.768372e-10	10.408247470855713
2	-163.29848	105.56886	-0.5470168	-435.91168	89.86364	-91.84122	15.022906	-40.77892	-255.15721	12000	-0.003033822	2998.0554	0.0	-360.0769	1.3831911	-7.4505807e-10	16.409841537475586
3	-194.4417	107.7539	-13.300524	-460.2722	88.295456	-91.807625	20.445805	-37.227634	-262.9216	16000	-0.00020203924	3549.481	0.0	-801.9785	1.3833848	-2.9802324e-11	21.684841871261597
4	-199.1949	102.745834	-30.80519	-432.89102	90.27907	-102.64202	21.107925	-45.740253	-250.76862	20000	-0.0034451722	3036.059	0.0	-154.89453	1.3831278	-2.384186e-10	26.6881685256958
5	-155.90645	88.508995	9.212615	-352.2722	92.18604	-103.495544	18.598667	-38.010616	-303.05298	24000	0.0012472026	2215.4983	0.0	-390.29382	1.383368	-3.874302e-10	32.00073480606079
6	-172.26674	95.76592	21.295986	-351.5026	99.525	-89.820816	19.721823	-36.573647	-267.95532	28000	-0.0044266405	2819.174	0.0	-56.608154	1.3833176	1.2218953e-09	38.14487075805664
7	-198.04979	94.82767	-26.106913	-417.63266	88.844444	-94.37953	23.193039	-52.932076	-289.18625	32000	-0.0004388628	2375.8965	0.0	-242.02026	1.3832526	-1.192093e-10	43.189414501190186
8	-202.94783	126.60203	-44.27378	-546.49854	91.72093	-109.72877	28.637636	-60.84202	-280.59418	36000	-0.0011473411	3289.6694	0.0	-164.96924	1.3831015	-3.2782554e-10	48.57912826538086
9	-180.75311	95.185776	-0.7702154	-397.06537	89.38636	-106.06235	29.59501	-50.242065	-394.85974	40000	-0.0026059942	2088.7192	0.0	-150.15698	1.3832041	9.23872e-10	54.59098815917969
