Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-1264.1425	296.6325	-781.9951	-1760.078	-654.44244	112.87471	-422.905	-799.46063	200.0	200.0	3999	-37.26502	26.732399	1.078484	-118.417984	36.51411	12.731387	12.314952611923218
2	-1171.2048	213.83861	-791.3833	-1563.4357	-1605.0726	32.422356	-1561.3628	-1652.2946	200.0	200.0	7999	-94.09278	33.72465	2.3562722	-170.77797	91.74901	53.920704	28.120072603225708
3	-1008.10364	442.4643	-128.45306	-1638.8208	-496.6439	397.8131	-2.1866117	-943.7659	200.0	200.0	11999	-123.3452	38.95398	-2.7056084	-207.02335	120.782455	84.58077	44.06117010116577
4	-321.71384	319.51895	-0.52384174	-929.35846	-214.3934	111.41467	-0.42696995	-366.5595	200.0	200.0	15999	-132.85454	38.939304	-23.118576	-218.55782	130.48787	100.81551	60.60012149810791
5	-195.30128	118.55969	-0.27058685	-456.13983	-203.1253	116.806076	-0.26764065	-400.43457	200.0	200.0	19999	-134.69305	46.37363	-70.14008	-235.62271	132.83832	106.134346	77.08708143234253
6	-198.46945	98.5055	-0.6363659	-400.3208	-140.47299	111.65101	-0.41003147	-411.07193	200.0	200.0	23999	-130.27708	56.00229	-63.638866	-248.91385	128.68417	104.12333	93.6531765460968
7	-130.87257	93.934395	-0.25963178	-297.48526	-200.56058	97.96855	-114.418976	-389.56744	200.0	200.0	27999	-122.9054	62.986977	-56.992207	-259.91748	121.566154	99.788185	110.22572684288025
8	-164.53633	87.5151	-0.11717798	-350.33105	-168.97737	85.91485	-117.777374	-399.01703	200.0	200.0	31999	-115.37023	68.00821	-51.631157	-272.1024	114.31144	91.37766	126.72194457054138
9	-173.3191	88.55082	-1.1756583	-357.6577	-191.61844	101.44205	-0.07158449	-374.64447	200.0	200.0	35999	-110.11929	72.0811	-47.41232	-280.9386	109.247734	89.62046	143.3211543560028
10	-212.44846	162.3921	-0.36172575	-787.219	-498.15225	437.6448	-0.423745	-1038.9744	200.0	200.0	39999	-104.44257	74.7026	-43.032024	-287.71106	103.63728	86.627495	159.89878726005554
